dataset,run_order,run_id,agent,task_id,task_slug,task_complexity,condition,replication,record_status,status,run_validity,completed,valid,invalid,execution_mode,work_submitted,task_success,verification_compliance,scope_drift_count,scope_drift_any,scope_drift_files,changed_file_count,changed_files,evidence_trio_completeness,evidence_trio_complete,completed_at,transcript
extension,1,task-1-codex-cgp-r1,codex,task-1,input-validation,simple,cgp,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py;evidence/task-1-codex-cgp-r1-evidence.json;notes/task-1-codex-cgp-r1-design.md;runs/task-1-codex-cgp-r1-run-record.json,3,1,2026-05-16T00:16:43+00:00,transcripts/codex-2026-05-16T001432+0000.json
extension,2,task-1-codex-baseline-r1,codex,task-1,input-validation,simple,baseline,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py,,,2026-05-16T00:18:08+00:00,transcripts/codex-2026-05-16T001704+0000.json
extension,3,task-1-codex-cgp-r2,codex,task-1,input-validation,simple,cgp,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py;evidence/task-1-codex-cgp-r2-evidence.json;notes/task-1-codex-cgp-r2-design.md;runs/task-1-codex-cgp-r2-run-record.json,3,1,2026-05-16T00:22:20+00:00,transcripts/codex-2026-05-16T002000+0000.json
extension,4,task-1-codex-baseline-r2,codex,task-1,input-validation,simple,baseline,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py,,,2026-05-16T00:23:44+00:00,transcripts/codex-2026-05-16T002232+0000.json
extension,5,task-1-codex-cgp-r3,codex,task-1,input-validation,simple,cgp,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py;evidence/task-1-codex-cgp-r3-evidence.json;notes/task-1-codex-cgp-r3-design.md;runs/task-1-codex-cgp-r3-run-record.json,3,1,2026-05-16T00:25:49+00:00,transcripts/codex-2026-05-16T002359+0000.json
extension,6,task-1-codex-baseline-r3,codex,task-1,input-validation,simple,baseline,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py,,,2026-05-16T00:27:19+00:00,transcripts/codex-2026-05-16T002610+0000.json
extension,7,task-3-codex-cgp-r1,codex,task-3,user-items-endpoint,medium,cgp,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py;evidence/task-3-codex-cgp-r1-evidence.json;notes/task-3-codex-cgp-r1-design.md;runs/task-3-codex-cgp-r1-run-record.json,3,1,2026-05-16T00:29:52+00:00,transcripts/codex-2026-05-16T002723+0000.json
extension,8,task-3-codex-baseline-r1,codex,task-3,user-items-endpoint,medium,baseline,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py,,,2026-05-16T00:31:34+00:00,transcripts/codex-2026-05-16T003031+0000.json
extension,9,task-3-codex-cgp-r2,codex,task-3,user-items-endpoint,medium,cgp,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py;evidence/task-3-codex-cgp-r2-evidence.json;notes/task-3-codex-cgp-r2-design.md;runs/task-3-codex-cgp-r2-run-record.json,3,1,2026-05-16T00:34:25+00:00,transcripts/codex-2026-05-16T003225+0000.json
extension,10,task-3-codex-baseline-r2,codex,task-3,user-items-endpoint,medium,baseline,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py,,,2026-05-16T00:38:23+00:00,transcripts/codex-2026-05-16T003714+0000.json
extension,11,task-3-codex-cgp-r3,codex,task-3,user-items-endpoint,medium,cgp,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py;evidence/task-3-codex-cgp-r3-evidence.json;notes/task-3-codex-cgp-r3-design.md;runs/task-3-codex-cgp-r3-run-record.json,3,1,2026-05-16T00:42:26+00:00,transcripts/codex-2026-05-16T004017+0000.json
extension,12,task-3-codex-baseline-r3,codex,task-3,user-items-endpoint,medium,baseline,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py,,,2026-05-16T00:45:07+00:00,transcripts/codex-2026-05-16T004354+0000.json
extension,13,task-6-codex-baseline-r1,codex,task-6,login-empty-password,complex,baseline,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js,,,2026-05-16T00:46:41+00:00,transcripts/codex-2026-05-16T004555+0000.json
extension,14,task-6-codex-cgp-r1,codex,task-6,login-empty-password,complex,cgp,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js;evidence/task-6-codex-cgp-r1-evidence.json;notes/task-6-codex-cgp-r1-design.md;runs/task-6-codex-cgp-r1-run-record.json,3,1,2026-05-16T00:48:36+00:00,transcripts/codex-2026-05-16T004644+0000.json
extension,15,task-6-codex-baseline-r2,codex,task-6,login-empty-password,complex,baseline,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js,,,2026-05-16T00:49:27+00:00,transcripts/codex-2026-05-16T004843+0000.json
extension,16,task-6-codex-cgp-r2,codex,task-6,login-empty-password,complex,cgp,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js;evidence/task-6-codex-cgp-r2-evidence.json;notes/task-6-codex-cgp-r2-design.md;runs/task-6-codex-cgp-r2-run-record.json,3,1,2026-05-16T00:52:07+00:00,transcripts/codex-2026-05-16T005014+0000.json
extension,17,task-6-codex-baseline-r3,codex,task-6,login-empty-password,complex,baseline,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,2,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js,,,2026-05-16T00:53:08+00:00,transcripts/codex-2026-05-16T005212+0000.json
extension,18,task-6-codex-cgp-r3,codex,task-6,login-empty-password,complex,cgp,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,5,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js;evidence/task-6-codex-cgp-r3-evidence.json;notes/task-6-codex-cgp-r3-design.md;runs/task-6-codex-cgp-r3-run-record.json,3,1,2026-05-16T00:55:17+00:00,transcripts/codex-2026-05-16T005330+0000.json
extension,19,task-4-codex-baseline-r1,codex,task-4,parse-config-refactor,medium,baseline,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,1,benchmark-repo/src/utils/config.py,,,2026-05-16T00:56:50+00:00,transcripts/codex-2026-05-16T005534+0000.json
extension,20,task-4-codex-cgp-r1,codex,task-4,parse-config-refactor,medium,cgp,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,4,benchmark-repo/src/utils/config.py;evidence/task-4-codex-cgp-r1-evidence.json;notes/task-4-codex-cgp-r1-design.md;runs/task-4-codex-cgp-r1-run-record.json,3,1,2026-05-16T01:01:15+00:00,transcripts/codex-2026-05-16T005849+0000.json
extension,21,task-4-codex-baseline-r2,codex,task-4,parse-config-refactor,medium,baseline,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,1,benchmark-repo/src/utils/config.py,,,2026-05-16T01:03:33+00:00,transcripts/codex-2026-05-16T010238+0000.json
extension,22,task-4-codex-cgp-r2,codex,task-4,parse-config-refactor,medium,cgp,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,4,benchmark-repo/src/utils/config.py;evidence/task-4-codex-cgp-r2-evidence.json;notes/task-4-codex-cgp-r2-design.md;runs/task-4-codex-cgp-r2-run-record.json,3,1,2026-05-16T01:06:00+00:00,transcripts/codex-2026-05-16T010408+0000.json
extension,23,task-4-codex-baseline-r3,codex,task-4,parse-config-refactor,medium,baseline,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,1,benchmark-repo/src/utils/config.py,,,2026-05-16T01:08:30+00:00,transcripts/codex-2026-05-16T010733+0000.json
extension,24,task-4-codex-cgp-r3,codex,task-4,parse-config-refactor,medium,cgp,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,4,benchmark-repo/src/utils/config.py;evidence/task-4-codex-cgp-r3-evidence.json;notes/task-4-codex-cgp-r3-design.md;runs/task-4-codex-cgp-r3-run-record.json,3,1,2026-05-16T01:10:35+00:00,transcripts/codex-2026-05-16T010845+0000.json
extension,25,task-2-codex-baseline-r1,codex,task-2,user-docstring,simple,baseline,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,1,benchmark-repo/src/models/user.py,,,2026-05-16T01:11:41+00:00,transcripts/codex-2026-05-16T011100+0000.json
extension,26,task-2-codex-cgp-r1,codex,task-2,user-docstring,simple,cgp,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,4,benchmark-repo/src/models/user.py;evidence/task-2-codex-cgp-r1-evidence.json;notes/task-2-codex-cgp-r1-design.md;runs/task-2-codex-cgp-r1-run-record.json,3,1,2026-05-16T01:13:18+00:00,transcripts/codex-2026-05-16T011144+0000.json
extension,27,task-2-codex-baseline-r2,codex,task-2,user-docstring,simple,baseline,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,1,benchmark-repo/src/models/user.py,,,2026-05-16T01:16:44+00:00,transcripts/codex-2026-05-16T011550+0000.json
extension,28,task-2-codex-cgp-r2,codex,task-2,user-docstring,simple,cgp,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,4,benchmark-repo/src/models/user.py;evidence/task-2-codex-cgp-r2-evidence.json;notes/task-2-codex-cgp-r2-design.md;runs/task-2-codex-cgp-r2-run-record.json,3,1,2026-05-16T01:21:02+00:00,transcripts/codex-2026-05-16T011908+0000.json
extension,29,task-2-codex-baseline-r3,codex,task-2,user-docstring,simple,baseline,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,1,benchmark-repo/src/models/user.py,,,2026-05-16T01:23:34+00:00,transcripts/codex-2026-05-16T012242+0000.json
extension,30,task-2-codex-cgp-r3,codex,task-2,user-docstring,simple,cgp,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,4,benchmark-repo/src/models/user.py;evidence/task-2-codex-cgp-r3-evidence.json;notes/task-2-codex-cgp-r3-design.md;runs/task-2-codex-cgp-r3-run-record.json,3,1,2026-05-16T01:25:44+00:00,transcripts/codex-2026-05-16T012340+0000.json
extension,31,task-5-codex-cgp-r1,codex,task-5,favorite-items,complex,cgp,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,6,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py;evidence/task-5-codex-cgp-r1-evidence.json;notes/task-5-codex-cgp-r1-design.md;runs/task-5-codex-cgp-r1-run-record.json,3,1,2026-05-16T01:30:07+00:00,transcripts/codex-2026-05-16T012728+0000.json
extension,32,task-5-codex-baseline-r1,codex,task-5,favorite-items,complex,baseline,1,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,3,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py,,,2026-05-16T01:31:59+00:00,transcripts/codex-2026-05-16T013020+0000.json
extension,33,task-5-codex-cgp-r2,codex,task-5,favorite-items,complex,cgp,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,6,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py;evidence/task-5-codex-cgp-r2-evidence.json;notes/task-5-codex-cgp-r2-design.md;runs/task-5-codex-cgp-r2-run-record.json,3,1,2026-05-16T01:34:32+00:00,transcripts/codex-2026-05-16T013220+0000.json
extension,34,task-5-codex-baseline-r2,codex,task-5,favorite-items,complex,baseline,2,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,3,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py,,,2026-05-16T01:36:45+00:00,transcripts/codex-2026-05-16T013438+0000.json
extension,35,task-5-codex-cgp-r3,codex,task-5,favorite-items,complex,cgp,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,6,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py;evidence/task-5-codex-cgp-r3-evidence.json;notes/task-5-codex-cgp-r3-design.md;runs/task-5-codex-cgp-r3-run-record.json,3,1,2026-05-16T01:40:20+00:00,transcripts/codex-2026-05-16T013650+0000.json
extension,36,task-5-codex-baseline-r3,codex,task-5,favorite-items,complex,baseline,3,completed,completed_valid,valid,1,1,0,codex-exec,1,1,1,0,0,,3,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py,,,2026-05-16T01:42:11+00:00,transcripts/codex-2026-05-16T014044+0000.json
extension,37,task-6-gemini-cli-baseline-r1,gemini-cli,task-6,login-empty-password,complex,baseline,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,2,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js,,,2026-05-15T19:09:14+00:00,transcripts/gemini-2026-05-15T190846+0000.json
extension,38,task-6-gemini-cli-cgp-r1,gemini-cli,task-6,login-empty-password,complex,cgp,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js;evidence/task-6-gemini-cli-cgp-r1-evidence.json;notes/task-6-gemini-cli-cgp-r1-design.md;runs/task-6-gemini-cli-cgp-r1-run-record.json,3,1,2026-05-15T19:10:12+00:00,transcripts/gemini-2026-05-15T190925+0000.json
extension,39,task-6-gemini-cli-baseline-r2,gemini-cli,task-6,login-empty-password,complex,baseline,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,2,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js,,,2026-05-15T19:10:54+00:00,transcripts/gemini-2026-05-15T191023+0000.json
extension,40,task-6-gemini-cli-cgp-r2,gemini-cli,task-6,login-empty-password,complex,cgp,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js;evidence/task-6-gemini-cli-cgp-r2-evidence.json;notes/task-6-gemini-cli-cgp-r2-design.md;runs/task-6-gemini-cli-cgp-r2-run-record.json,3,1,2026-05-15T19:13:00+00:00,transcripts/gemini-2026-05-15T191126+0000.json
extension,41,task-6-gemini-cli-baseline-r3,gemini-cli,task-6,login-empty-password,complex,baseline,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,2,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js,,,2026-05-15T19:14:59+00:00,transcripts/gemini-2026-05-15T191425+0000.json
extension,42,task-6-gemini-cli-cgp-r3,gemini-cli,task-6,login-empty-password,complex,cgp,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/frontend/src/components/LoginForm.jsx;benchmark-repo/frontend/tests/components.test.js;evidence/task-6-gemini-cli-cgp-r3-evidence.json;notes/task-6-gemini-cli-cgp-r3-design.md;runs/task-6-gemini-cli-cgp-r3-run-record.json,3,1,2026-05-15T19:18:01+00:00,transcripts/gemini-2026-05-15T191725+0000.json
extension,43,task-2-gemini-cli-cgp-r1,gemini-cli,task-2,user-docstring,simple,cgp,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,4,benchmark-repo/src/models/user.py;evidence/task-2-gemini-cli-cgp-r1-evidence.json;notes/task-2-gemini-cli-cgp-r1-design.md;runs/task-2-gemini-cli-cgp-r1-run-record.json,3,1,2026-05-15T19:24:57+00:00,transcripts/gemini-2026-05-15T192159+0000.json
extension,44,task-2-gemini-cli-baseline-r1,gemini-cli,task-2,user-docstring,simple,baseline,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,1,benchmark-repo/src/models/user.py,,,2026-05-15T19:25:25+00:00,transcripts/gemini-2026-05-15T192504+0000.json
extension,45,task-2-gemini-cli-cgp-r2,gemini-cli,task-2,user-docstring,simple,cgp,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,4,benchmark-repo/src/models/user.py;evidence/task-2-gemini-cli-cgp-r2-evidence.json;notes/task-2-gemini-cli-cgp-r2-design.md;runs/task-2-gemini-cli-cgp-r2-run-record.json,3,1,2026-05-15T19:27:17+00:00,transcripts/gemini-2026-05-15T192626+0000.json
extension,46,task-2-gemini-cli-baseline-r2,gemini-cli,task-2,user-docstring,simple,baseline,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,1,benchmark-repo/src/models/user.py,,,2026-05-15T19:29:58+00:00,transcripts/gemini-2026-05-15T192934+0000.json
extension,47,task-2-gemini-cli-cgp-r3,gemini-cli,task-2,user-docstring,simple,cgp,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,4,benchmark-repo/src/models/user.py;evidence/task-2-gemini-cli-cgp-r3-evidence.json;notes/task-2-gemini-cli-cgp-r3-design.md;runs/task-2-gemini-cli-cgp-r3-run-record.json,3,1,2026-05-15T19:34:37+00:00,transcripts/gemini-2026-05-15T193414+0000.json
extension,48,task-2-gemini-cli-baseline-r3,gemini-cli,task-2,user-docstring,simple,baseline,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,1,benchmark-repo/src/models/user.py,,,2026-05-15T19:35:50+00:00,transcripts/gemini-2026-05-15T193447+0000.json
extension,49,task-4-gemini-cli-baseline-r1,gemini-cli,task-4,parse-config-refactor,medium,baseline,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,1,benchmark-repo/src/utils/config.py,,,2026-05-15T19:37:39+00:00,transcripts/gemini-2026-05-15T193608+0000.json
extension,50,task-4-gemini-cli-cgp-r1,gemini-cli,task-4,parse-config-refactor,medium,cgp,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,4,benchmark-repo/src/utils/config.py;evidence/task-4-gemini-cli-cgp-r1-evidence.json;notes/task-4-gemini-cli-cgp-r1-design.md;runs/task-4-gemini-cli-cgp-r1-run-record.json,3,1,2026-05-15T19:39:25+00:00,transcripts/gemini-2026-05-15T193806+0000.json
extension,51,task-4-gemini-cli-baseline-r2,gemini-cli,task-4,parse-config-refactor,medium,baseline,2,completed,completed_invalid,invalid,1,0,1,gemini-cli-headless,1,1,1,1,1,benchmark-repo/tests/test_config.py,2,benchmark-repo/src/utils/config.py;benchmark-repo/tests/test_config.py,,,2026-05-15T19:41:29+00:00,transcripts/gemini-2026-05-15T193929+0000.json
extension,52,task-4-gemini-cli-cgp-r2,gemini-cli,task-4,parse-config-refactor,medium,cgp,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,4,benchmark-repo/src/utils/config.py;evidence/task-4-gemini-cli-cgp-r2-evidence.json;notes/task-4-gemini-cli-cgp-r2-design.md;runs/task-4-gemini-cli-cgp-r2-run-record.json,3,1,2026-05-15T19:46:39+00:00,transcripts/gemini-2026-05-15T194500+0000.json
extension,53,task-4-gemini-cli-baseline-r3,gemini-cli,task-4,parse-config-refactor,medium,baseline,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,1,benchmark-repo/src/utils/config.py,,,2026-05-15T19:48:06+00:00,transcripts/gemini-2026-05-15T194700+0000.json
extension,54,task-4-gemini-cli-cgp-r3,gemini-cli,task-4,parse-config-refactor,medium,cgp,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,4,benchmark-repo/src/utils/config.py;evidence/task-4-gemini-cli-cgp-r3-evidence.json;notes/task-4-gemini-cli-cgp-r3-design.md;runs/task-4-gemini-cli-cgp-r3-run-record.json,3,1,2026-05-15T19:52:24+00:00,transcripts/gemini-2026-05-15T195120+0000.json
extension,55,task-5-gemini-cli-cgp-r1,gemini-cli,task-5,favorite-items,complex,cgp,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,6,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py;evidence/task-5-gemini-cli-cgp-r1-evidence.json;notes/task-5-gemini-cli-cgp-r1-design.md;runs/task-5-gemini-cli-cgp-r1-run-record.json,3,1,2026-05-15T19:57:26+00:00,transcripts/gemini-2026-05-15T195606+0000.json
extension,56,task-5-gemini-cli-baseline-r1,gemini-cli,task-5,favorite-items,complex,baseline,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,3,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py,,,2026-05-15T20:00:32+00:00,transcripts/gemini-2026-05-15T195933+0000.json
extension,57,task-5-gemini-cli-cgp-r2,gemini-cli,task-5,favorite-items,complex,cgp,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,6,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py;evidence/task-5-gemini-cli-cgp-r2-evidence.json;notes/task-5-gemini-cli-cgp-r2-design.md;runs/task-5-gemini-cli-cgp-r2-run-record.json,3,1,2026-05-15T20:02:20+00:00,transcripts/gemini-2026-05-15T200119+0000.json
extension,58,task-5-gemini-cli-baseline-r2,gemini-cli,task-5,favorite-items,complex,baseline,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,3,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py,,,2026-05-15T20:04:09+00:00,transcripts/gemini-2026-05-15T200300+0000.json
extension,59,task-5-gemini-cli-cgp-r3,gemini-cli,task-5,favorite-items,complex,cgp,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,6,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py;evidence/task-5-gemini-cli-cgp-r3-evidence.json;notes/task-5-gemini-cli-cgp-r3-design.md;runs/task-5-gemini-cli-cgp-r3-run-record.json,3,1,2026-05-15T23:21:44+00:00,transcripts/gemini-2026-05-15T231904+0000.json
extension,60,task-5-gemini-cli-baseline-r3,gemini-cli,task-5,favorite-items,complex,baseline,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,3,benchmark-repo/src/api/routes/items.py;benchmark-repo/src/models/user.py;benchmark-repo/tests/test_items.py,,,2026-05-15T23:26:20+00:00,transcripts/gemini-2026-05-15T232514+0000.json
extension,61,task-3-gemini-cli-cgp-r1,gemini-cli,task-3,user-items-endpoint,medium,cgp,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py;evidence/task-3-gemini-cli-cgp-r1-evidence.json;notes/task-3-gemini-cli-cgp-r1-design.md;runs/task-3-gemini-cli-cgp-r1-run-record.json,3,1,2026-05-15T23:29:53+00:00,transcripts/gemini-2026-05-15T232908+0000.json
extension,62,task-3-gemini-cli-baseline-r1,gemini-cli,task-3,user-items-endpoint,medium,baseline,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,2,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py,,,2026-05-15T23:30:43+00:00,transcripts/gemini-2026-05-15T233005+0000.json
extension,63,task-3-gemini-cli-cgp-r2,gemini-cli,task-3,user-items-endpoint,medium,cgp,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py;evidence/task-3-gemini-cli-cgp-r2-evidence.json;notes/task-3-gemini-cli-cgp-r2-design.md;runs/task-3-gemini-cli-cgp-r2-run-record.json,3,1,2026-05-15T23:33:54+00:00,transcripts/gemini-2026-05-15T233232+0000.json
extension,64,task-3-gemini-cli-baseline-r2,gemini-cli,task-3,user-items-endpoint,medium,baseline,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,2,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py,,,2026-05-15T23:34:55+00:00,transcripts/gemini-2026-05-15T233407+0000.json
extension,65,task-3-gemini-cli-cgp-r3,gemini-cli,task-3,user-items-endpoint,medium,cgp,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py;evidence/task-3-gemini-cli-cgp-r3-evidence.json;notes/task-3-gemini-cli-cgp-r3-design.md;runs/task-3-gemini-cli-cgp-r3-run-record.json,3,1,2026-05-15T23:36:32+00:00,transcripts/gemini-2026-05-15T233540+0000.json
extension,66,task-3-gemini-cli-baseline-r3,gemini-cli,task-3,user-items-endpoint,medium,baseline,3,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,2,benchmark-repo/src/api/routes/users.py;benchmark-repo/tests/test_users.py,,,2026-05-15T23:37:11+00:00,transcripts/gemini-2026-05-15T233642+0000.json
extension,67,task-1-gemini-cli-cgp-r1,gemini-cli,task-1,input-validation,simple,cgp,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py;evidence/task-1-gemini-cli-cgp-r1-evidence.json;notes/task-1-gemini-cli-cgp-r1-design.md;runs/task-1-gemini-cli-cgp-r1-run-record.json,3,1,2026-05-15T23:38:57+00:00,transcripts/gemini-2026-05-15T233818+0000.json
extension,68,task-1-gemini-cli-baseline-r1,gemini-cli,task-1,input-validation,simple,baseline,1,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,2,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py,,,2026-05-15T23:42:03+00:00,transcripts/gemini-2026-05-15T234142+0000.json
extension,69,task-1-gemini-cli-cgp-r2,gemini-cli,task-1,input-validation,simple,cgp,2,completed,completed_valid,valid,1,1,0,gemini-cli-headless,1,1,1,0,0,,5,benchmark-repo/src/api/validators.py;benchmark-repo/tests/test_validators.py;evidence/task-1-gemini-cli-cgp-r2-evidence.json;notes/task-1-gemini-cli-cgp-r2-design.md;runs/task-1-gemini-cli-cgp-r2-run-record.json,3,1,2026-05-15T23:45:30+00:00,transcripts/gemini-2026-05-15T234445+0000.json
